tweet_id,author_id,company,inbound,created_at,tweet_text_raw,sentiment_text,sentiment_negative,sentiment_neutral,sentiment_positive,sentiment,sentiment_score
1153701,391443,SpotifyCares,True,2017-10-15 12:39:24+0000,@SpotifyCares yoo guys I've just come back to you from Apple Music to a new account. My username is all random numbers... can I change this?,@user yoo guys I've just come back to you from Apple Music to a new account. My username is all random numbers... can I change this?,0.1886717826128006,0.7674605846405029,0.04386759176850319,Neutral,-0.1448041908442974
907513,335505,Delta,True,2017-10-13 19:32:52+0000,@Delta DM JQL6R6,@user DM JQL6R6,0.03224761784076691,0.8791145086288452,0.08863796293735504,Neutral,0.056390345096588135
2218361,648071,VirginTrains,True,2017-10-19 17:22:32+0000,@VirginTrains @1323 @121428 @LondonMidland Birmingham new street,@user @user @user @user Birmingham new street,0.008055628277361393,0.9308700561523438,0.06107427179813385,Neutral,0.05301864352077246
1907126,568228,VirginTrains,True,2017-09-29 07:48:28+0000,"@VirginTrains Firstly on Friday 15th Sep, but to east coast by accident, it was then passed on to west coast but heard nothing. Did it again on Sunday.","@user Firstly on Friday 15th Sep, but to east coast by accident, it was then passed on to west coast but heard nothing. Did it again on Sunday.",0.25858551263809204,0.7236793637275696,0.017735136672854424,Neutral,-0.24085037596523762
2976773,820966,TMobileHelp,True,2017-11-16 17:37:44+0000,@TMobileHelp My wife and I currently have ATT. We would like to switch to you guys tomorrow for the BOGO Iphone 8. Do we need to open a 3rd line or will our 2 lines suffice since they are new?,@user My wife and I currently have ATT. We would like to switch to you guys tomorrow for the BOGO Iphone 8. Do we need to open a 3rd line or will our 2 lines suffice since they are new?,0.007255668751895428,0.7729949951171875,0.21974939107894897,Neutral,0.21249372232705355
1506210,469562,SpotifyCares,True,2017-11-08 05:09:48+0000,"Alright @SpotifyCares so ""some"" of @37032 's ""biggest fans"" are getting presale codes emailed... how do you determine who those people are???? I'm curious..","Alright @user so ""some"" of @user 's ""biggest fans"" are getting presale codes emailed... how do you determine who those people are???? I'm curious..",0.0945872962474823,0.8497326374053955,0.055680129677057266,Neutral,-0.038907166570425034
1205564,403156,VirginTrains,True,2017-11-10 13:23:01+0000,Really glad I forked out 5 quid for the @VirginTrains onboard internet. If this tweet posts it will be a miracle. 😂 https://t.co/U16pfyIRUg,Really glad I forked out 5 quid for the @user onboard internet. If this tweet posts it will be a miracle. 😂 http,0.01672450453042984,0.06650075316429138,0.9167747497558594,Positive,0.9000502452254295
1644053,502287,VirginTrains,True,2017-11-06 00:58:08+0000,Well @VirginTrains please make sure your train manager got to his bed in good time. The 300+ people he abandoned hope he sleeps well!,Well @user please make sure your train manager got to his bed in good time. The 300+ people he abandoned hope he sleeps well!,0.3879564702510834,0.4181893765926361,0.19385406374931335,Neutral,-0.19410240650177002
1580753,486692,AmericanAir,True,2017-11-04 19:39:14+0000,@AmericanAir I asked to book the last 2 1st class seats as 2 awards from 2 accts 115k each. You booked 230k from one which had 185k... Only option to pay,@user I asked to book the last 2 1st class seats as 2 awards from 2 accts 115k each. You booked 230k from one which had 185k... Only option to pay,0.3525501489639282,0.625417172908783,0.02203265205025673,Neutral,-0.3305174969136715
996834,336080,VirginTrains,True,2017-10-22 16:43:13+0000,@VirginTrains Not sure just the department who could change the seats,@user Not sure just the department who could change the seats,0.09964293986558914,0.8742867112159729,0.02607034333050251,Neutral,-0.07357259653508663
2714598,762051,SouthwestAir,True,2017-11-20 04:27:38+0000,"@SouthwestAir Ok, so with early bird am I automatically checked in, then?","@user Ok, so with early bird am I automatically checked in, then?",0.011041239835321903,0.9174746870994568,0.0714840441942215,Neutral,0.06044280435889959
820286,315409,TMobileHelp,True,2017-10-13 00:49:59+0000,"@TMobileHelp Update: still gotta drive my happy ass to down to the nearest apple store &amp; fight traffic, problem not solved :)","@user Update: still gotta drive my happy ass to down to the nearest apple store &amp; fight traffic, problem not solved :)",0.28490906953811646,0.3394717276096344,0.37561923265457153,Positive,0.09071016311645508
2790536,778844,AmazonHelp,True,2017-11-21 20:00:11+0000,@115830 spam emails??? Worrying for the more vulnerable users https://t.co/6zIyfMTEkN,@user spam emails??? Worrying for the more vulnerable users http,0.8812623023986816,0.11293359100818634,0.005804203916341066,Negative,-0.8754580984823406
2650371,747573,SouthwestAir,True,2017-11-18 07:09:35+0000,@SouthwestAir flight 899 LAX-PDX is a mess tonight. Gate agent allowing family boarding before the A group and the mid-cabin attendant encouraging passengers to hold exit row seats for others in a later group. @135450,@user flight 899 LAX-PDX is a mess tonight. Gate agent allowing family boarding before the A group and the mid-cabin attendant encouraging passengers to hold exit row seats for others in a later group. @user,0.8538293838500977,0.14014212787151337,0.006028502713888884,Negative,-0.8478008811362088
337862,196647,SpotifyCares,True,2017-10-07 19:48:08+0000,@SpotifyCares I have no access to my email or Facebook I created an account with and I need to fix this. Cancel it and make a new one?,@user I have no access to my email or Facebook I created an account with and I need to fix this. Cancel it and make a new one?,0.8393898606300354,0.15427860617637634,0.006331498734652996,Negative,-0.8330583618953824
1777522,534107,TMobileHelp,True,2017-11-08 00:36:20+0000,@TMobileHelp Sent the dm. No reply.,@user Sent the dm. No reply.,0.33784782886505127,0.6474972367286682,0.014654930680990219,Neutral,-0.32319289818406105
178874,158161,AmericanAir,True,2017-10-04 22:10:18+0000,@AmericanAir another broken plane. Now have to return to the gate. Stuck in Chicago yet again!,@user another broken plane. Now have to return to the gate. Stuck in Chicago yet again!,0.9211527109146118,0.07339470833539963,0.005452657118439674,Negative,-0.9157000537961721
2983917,822830,comcastcares,True,2017-11-30 01:20:04+0000,@116136 heres a lil reminder that you're pretty much the most hated company in america Glad im moving to a place with something other than comcast Not that i dont absolutely love having no choice of ISP 🙃,@user heres a lil reminder that you're pretty much the most hated company in america Glad im moving to a place with something other than comcast Not that i dont absolutely love having no choice of ISP 🙃,0.9085747599601746,0.07865670323371887,0.012768511660397053,Negative,-0.8958062482997775
2355315,680455,SpotifyCares,True,2017-11-13 18:17:48+0000,@SpotifyCares My account says my subscription is about to end and my family members will lose access to Premium but I haven't requested it to end? How can I keep it going?,@user My account says my subscription is about to end and my family members will lose access to Premium but I haven't requested it to end? How can I keep it going?,0.7159556746482849,0.27510783076286316,0.00893649086356163,Negative,-0.7070191837847233
995879,355892,SpotifyCares,True,2017-10-12 02:23:45+0000,"@115888 can you PLEASE add lyrics back and allow us to put our playlists and songs in orders (abc, year, date added, etc.,). PLEASEPLEASEPL","@user can you PLEASE add lyrics back and allow us to put our playlists and songs in orders (abc, year, date added, etc.,). PLEASEPLEASEPL",0.050683386623859406,0.7281500697135925,0.22116650640964508,Neutral,0.17048311978578568
2437267,184289,AmazonHelp,True,2017-10-29 23:13:16+0000,@AmazonHelp Shortly as in today? Or shortly as in later this week?,@user Shortly as in today? Or shortly as in later this week?,0.008671130985021591,0.9548283219337463,0.03650056570768356,Neutral,0.027829434722661972
644329,272938,SpotifyCares,True,2017-10-21 15:23:47+0000,@SpotifyCares i love having my music cut out unexpectedly and having to use all my skips to get past songs I just heard 😒,@user i love having my music cut out unexpectedly and having to use all my skips to get past songs I just heard 😒,0.8289180397987366,0.15171918272972107,0.01936284266412258,Negative,-0.809555197134614
137241,146945,VirginTrains,True,2017-11-24 09:51:04+0000,@VirginTrains Well why am I being made to feel like I can’t be on a peak train that I’m currently on 😩 paid for first class and not the great service we are used to!,@user Well why am I being made to feel like I can’t be on a peak train that I’m currently on 😩 paid for first class and not the great service we are used to!,0.9263326525688171,0.06734715402126312,0.006320241838693619,Negative,-0.9200124107301235
1628883,487417,AppleSupport,True,2017-11-06 02:04:36+0000,@AppleSupport Fuck no fix your shit I’m not gonna change my keyboard I already added them in autocorrect and have it manually changing correctly but NOOo,@user Fuck no fix your shit I’m not gonna change my keyboard I already added them in autocorrect and have it manually changing correctly but NOOo,0.9302894473075867,0.06278176605701447,0.0069287787191569805,Negative,-0.9233606685884297
1632690,132540,AmericanAir,True,2017-11-05 20:08:40+0000,Literally just spoke to passengers that JUST landed in Vegas with NO turbulence issues @AmericanAir !!! #wasteoftime #AAsucks,Literally just spoke to passengers that JUST landed in Vegas with NO turbulence issues @user !!! #wasteoftime #AAsucks,0.7236376404762268,0.19808416068553925,0.07827823609113693,Negative,-0.6453594043850899
1019582,361246,AmericanAir,True,2017-10-22 19:59:57+0000,"@AmericanAir never recommending you again - 70% disabled vet, travel agent .. never flying you again either","@user never recommending you again - 70% disabled vet, travel agent .. never flying you again either",0.9355916976928711,0.05926830694079399,0.005139905493706465,Negative,-0.9304517921991646
2066560,611117,VirginTrains,True,2017-11-26 12:52:58+0000,@VirginTrains https://t.co/YO4y7DJ1eo,@user http,0.046758003532886505,0.806721568107605,0.14652040600776672,Neutral,0.09976240247488022
649401,274365,SpotifyCares,True,2017-10-05 06:20:15+0000,@SpotifyCares I'm being charged monthly but no premium. Only one account. Your support page useless. Pls help.,@user I'm being charged monthly but no premium. Only one account. Your support page useless. Pls help.,0.91581130027771,0.07863269001245499,0.005556021351367235,Negative,-0.9102552789263427
2292273,665699,comcastcares,True,2017-11-11 22:03:07+0000,@comcastcares Gladly provide you address of the name and address of Sales and marketing person who's info is on paper but not giving out my address.,@user Gladly provide you address of the name and address of Sales and marketing person who's info is on paper but not giving out my address.,0.08556219190359116,0.7483425140380859,0.16609524190425873,Neutral,0.08053305000066757
1335515,296044,SpotifyCares,True,2017-10-28 00:04:51+0000,@SpotifyCares That seems to have solved it. Thanks!,@user That seems to have solved it. Thanks!,0.01634581759572029,0.1515093892812729,0.8321447968482971,Positive,0.8157989792525768
1911176,569329,AppleSupport,True,2017-10-26 16:55:46+0000,Ever since this new update.. my phone is not holding any charge @115858 😤,Ever since this new update.. my phone is not holding any charge @user 😤,0.9181047081947327,0.07200395315885544,0.009891295805573463,Negative,-0.9082134123891592
633836,270238,AppleSupport,True,2017-11-22 16:15:16+0000,Hey @AppleSupport why is wifi really slow on one network on my iPhone X? All other networks and cellular work fine and the slow network is fast on other Apple devices. Also seems to get slightly faster when mobile data and Bluetooth are off.,Hey @user why is wifi really slow on one network on my iPhone X? All other networks and cellular work fine and the slow network is fast on other Apple devices. Also seems to get slightly faster when mobile data and Bluetooth are off.,0.39593762159347534,0.497714638710022,0.10634781420230865,Neutral,-0.2895898073911667
2624993,741501,comcastcares,True,2017-10-30 23:04:43+0000,@ComcastCares #mobile_Care Comcast DOES NOT care. Had tech scheduled. was told I didn’t need to be here-that was a lie. #directtvhereicome,@user #mobile_Care Comcast DOES NOT care. Had tech scheduled. was told I didn’t need to be here-that was a lie. #directtvhereicome,0.941955029964447,0.05224481225013733,0.005800065118819475,Negative,-0.9361549648456275
868019,326085,AmazonHelp,True,2017-10-15 02:31:07+0000,@AmazonHelp Not much confidence in fact. This is not the first bad experience from @115850 @115821,@user Not much confidence in fact. This is not the first bad experience from @user @user,0.7277126312255859,0.2477482259273529,0.02453910931944847,Negative,-0.7031735219061375
2573730,729881,AmazonHelp,True,2017-11-16 20:19:59+0000,"@115821 it would be really great if the Beyblades we ordered didn't arrive in it's original packaging, stick it in an Amazon box so my kid's Christmas surprise isn't ruined when we get home from school and it's sitting there on the stoop.","@user it would be really great if the Beyblades we ordered didn't arrive in it's original packaging, stick it in an Amazon box so my kid's Christmas surprise isn't ruined when we get home from school and it's sitting there on the stoop.",0.30677956342697144,0.3636136054992676,0.3296068608760834,Neutral,0.02282729744911194
34556,123487,AmazonHelp,True,2017-10-24 00:23:13+0000,"@AmazonHelp My prime membership has expired &amp; the one bundled with echo purchase has not become effective. So no prime vid, amazon now &amp; fast shipping","@user My prime membership has expired &amp; the one bundled with echo purchase has not become effective. So no prime vid, amazon now &amp; fast shipping",0.7760536074638367,0.21060462296009064,0.013341748155653477,Negative,-0.7627118593081832
324650,193342,SpotifyCares,True,2017-10-07 09:34:43+0000,"Yo @115888 where is Almost like Praying in UK, uh?","Yo @user where is Almost like Praying in UK, uh?",0.07727605849504471,0.8778303861618042,0.0448935441672802,Neutral,-0.03238251432776451
1926627,212401,AmericanAir,True,2017-10-27 15:57:35+0000,"@AmericanAir has had more than 3 weeks to fix or atone for what they did the last time I traveled with them, but I'm black &amp; they don't care","@user has had more than 3 weeks to fix or atone for what they did the last time I traveled with them, but I'm black &amp; they don't care",0.9416267275810242,0.05377911403775215,0.004594170954078436,Negative,-0.9370325566269457
2259473,659229,TMobileHelp,True,2017-11-11 03:32:27+0000,@657948 @115911 @TMobileHelp @115913 It's samsung. They did that with my trade in too. I contacted my state attorney general. We need everyone to complain,@user @user @user @user It's samsung. They did that with my trade in too. I contacted my state attorney general. We need everyone to complain,0.7644705772399902,0.2221211940050125,0.013408285565674305,Negative,-0.7510622916743159
707525,289148,SpotifyCares,True,2017-10-10 19:47:02+0000,@SpotifyCares Awww. It's too bad then. I have been 'clean' from illegal downloading even since I'm on Spotify. So thank you!,@user Awww. It's too bad then. I have been 'clean' from illegal downloading even since I'm on Spotify. So thank you!,0.0724254697561264,0.33082082867622375,0.5967536568641663,Positive,0.5243281871080399
677748,281687,SpotifyCares,True,2017-11-23 05:09:21+0000,@115888 hello when will @118062 's new album be put on Spotify? I'm poor,@user hello when will @user 's new album be put on Spotify? I'm poor,0.48328351974487305,0.43159720301628113,0.08511926978826523,Negative,-0.3981642499566078
2199347,643268,AppleSupport,True,2017-11-09 20:18:40+0000,@AppleSupport Thank you!,@user Thank you!,0.008685369044542313,0.055102232843637466,0.9362123608589172,Positive,0.9275269918143749
2761050,772517,comcastcares,True,2017-11-21 04:49:25+0000,@ComcastCares #mobile_CareXV,@user #mobile_CareXV,0.023660272359848022,0.8732085227966309,0.10313116014003754,Neutral,0.07947088778018951
2039714,473591,TMobileHelp,True,2017-11-07 20:49:13+0000,@115911 @TMobileHelp I just want my mobile hot spot to work!! I have waited days and your engineers are supposed to have answers!!,@user @user I just want my mobile hot spot to work!! I have waited days and your engineers are supposed to have answers!!,0.7981022000312805,0.1680508255958557,0.033846933394670486,Negative,-0.76425526663661
404719,211786,Delta,True,2017-10-09 20:24:24+0000,"Every time I give @Delta another shot, the flights get screwed up. Predictable unpredictability. #firstworldproblems","Every time I give @user another shot, the flights get screwed up. Predictable unpredictability. #firstworldproblems",0.9338337182998657,0.05888834968209267,0.007277929224073887,Negative,-0.9265557890757918
984117,353305,AmazonHelp,True,2017-10-18 12:43:18+0000,@AmazonHelp Will Arabic be added soon?,@user Will Arabic be added soon?,0.012324599549174309,0.9218487739562988,0.06582661718130112,Neutral,0.05350201763212681
882785,329625,comcastcares,True,2017-10-20 19:49:43+0000,@comcastcares can i dm you it,@user can i dm you it,0.030940985307097435,0.8792614340782166,0.08979759365320206,Neutral,0.05885660834610462
738929,296727,AppleSupport,True,2017-10-06 18:38:45+0000,I just lost all of my icloud information because my phone number was different than when I first started the account thanks @AppleSupport,I just lost all of my icloud information because my phone number was different than when I first started the account thanks @user,0.5459052920341492,0.3928137719631195,0.06128090247511864,Negative,-0.48462438955903053
1986571,588050,Delta,True,2017-11-02 11:41:16+0000,@Delta What a way to start and end an otherwise great trip 😞,@user What a way to start and end an otherwise great trip 😞,0.8835697770118713,0.09505890309810638,0.021371306851506233,Negative,-0.8621984701603651
1610148,494299,AmericanAir,True,2017-11-05 10:57:45+0000,"@AmericanAir my bag is ""too big for overhead compartment"" but my neighbor's noticably larger bag isn't? #Jetblueisbetter","@user my bag is ""too big for overhead compartment"" but my neighbor's noticably larger bag isn't? #Jetblueisbetter",0.4217643439769745,0.49106648564338684,0.08716918528079987,Neutral,-0.3345951586961746
2599055,735811,AmazonHelp,True,2017-11-17 06:06:49+0000,https://t.co/7Fdmd2CIR4,http,0.16727478802204132,0.6559920310974121,0.17673315107822418,Neutral,0.009458363056182861
2685832,755324,AmericanAir,True,2017-11-18 23:55:28+0000,ASTONISHED by how rude the @AmericanAir staff is at @126260 I️ am genuinely looking forward to filing a formal complaint. Insulting customers👎🏼,ASTONISHED by how rude the @user staff is at @user I️ am genuinely looking forward to filing a formal complaint. Insulting customers👎🏼,0.9504262208938599,0.043952714651823044,0.005621135700494051,Negative,-0.9448050851933658
129827,145271,AmericanAir,True,2017-11-24 10:53:03+0000,@AmericanAir Hi I can’t dm you. Says feature locked for me,@user Hi I can’t dm you. Says feature locked for me,0.6633612513542175,0.3269129693508148,0.009725804440677166,Negative,-0.6536354469135404
425384,216201,AmazonHelp,True,2017-10-10 15:44:45+0000,@AmazonHelp Thank you to @AmazonHelp for always doing the right thing and providing fast and great customer service! #servicealwayswins,@user Thank you to @user for always doing the right thing and providing fast and great customer service! #servicealwayswins,0.003834107890725136,0.015249894931912422,0.9809159636497498,Positive,0.9770818557590246
1560267,478596,TMobileHelp,True,2017-11-04 08:35:07+0000,@ATT can you please save me from the crappy costumer service I’ve been subjected to from @115911,@user can you please save me from the crappy costumer service I’ve been subjected to from @user,0.9255562424659729,0.06774210929870605,0.006701676640659571,Negative,-0.9188545658253133
202882,164004,Delta,True,2017-10-04 15:45:04+0000,Flying out on vacation! @Delta great customer service! https://t.co/H2w9gX7sl5,Flying out on vacation! @user great customer service! http,0.0032680481672286987,0.01173599436879158,0.98499596118927,Positive,0.9817279130220413
2925534,809470,AmazonHelp,True,2017-11-28 21:02:21+0000,"Oye, @116875: ¿Tienen ""El Orgien"" en su plataforma de video on demand? No la encuentro en ningún lado. 😂 https://t.co/RDACnHBjYy","Oye, @user: ¿Tienen ""El Orgien"" en su plataforma de video on demand? No la encuentro en ningún lado. 😂 http",0.03308222442865372,0.8231562972068787,0.14376147091388702,Neutral,0.1106792464852333
1109812,116715,VirginTrains,True,2017-10-24 01:23:35+0000,Great to come home &amp; find I've been refunded £30 by @VirginTrains because my journey down to London on the 20th Oct. was delayed 32 mins!,Great to come home &amp; find I've been refunded £30 by @user because my journey down to London on the 20th Oct. was delayed 32 mins!,0.01715020090341568,0.0812201276421547,0.901629626750946,Positive,0.8844794258475304
599723,262271,SouthwestAir,True,2017-12-03 20:48:16+0000,@SouthwestAir @1266 #juggalo https://t.co/LHyZpCf56x,@user @user #juggalo http,0.01599276252090931,0.9160541892051697,0.06795300543308258,Neutral,0.05196024291217327
2051766,606778,Delta,True,2017-10-05 21:50:29+0000,"To Harry @Delta costumer service, you are a gem. Thanks for your help!","To Harry @user costumer service, you are a gem. Thanks for your help!",0.005794272292405367,0.01703226938843727,0.9771734476089478,Positive,0.9713791753165424
411496,213159,Uber_Support,True,2017-10-10 00:19:05+0000,"my @115873 driver dropped me off at the wrong location for my interview, made me hella late","my @user driver dropped me off at the wrong location for my interview, made me hella late",0.9006345272064209,0.09298389405012131,0.006381559651345015,Negative,-0.8942529675550759
1321616,428535,VirginTrains,True,2017-10-19 14:46:34+0000,@VirginTrains Travelling from Milton Keynes to Oxenholme this time,@user Travelling from Milton Keynes to Oxenholme this time,0.009553983807563782,0.9246590733528137,0.06578691303730011,Neutral,0.05623292922973633
2790055,778743,SouthwestAir,True,2017-11-21 19:33:18+0000,Jersey ✅ Scarf ✅ @SouthwestAir ticket from @126119 ✅ #Crew96 ticket @56107 ✅ Conference Finals with my boys @107131 @107132 @194938 ✅ Come On You Crew! #SaveTheCrew,Jersey ✅ Scarf ✅ @user ticket from @user ✅ #Crew96 ticket @user ✅ Conference Finals with my boys @user @user @user ✅ Come On You Crew! #SaveTheCrew,0.00244533596560359,0.16882243752479553,0.8287321925163269,Positive,0.8262868565507233
